FL_Test | INFO flwr 2024-04-22 18:27:48,539 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-14 20:41:07,384 | server.py:279 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-14 20:41:14,961 | server.py:285 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-14 20:41:14,962 | server.py:94 | Evaluating initial global parameters
FL_Test | INFO flwr 2024-05-14 20:41:14,962 | server.py:110 | 
FL_Test | INFO flwr 2024-05-14 20:41:14,962 | server.py:111 | [ROUND 1]
FL_Test | INFO flwr 2024-05-14 20:41:35,019 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-14 20:41:42,220 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-14 20:41:42,220 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-14 20:41:42,304 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-14 20:41:42,304 | server.py:110 | 
FL_Test | INFO flwr 2024-05-14 20:41:42,304 | server.py:111 | [ROUND 2]
FL_Test | INFO flwr 2024-05-14 20:41:42,304 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-14 20:41:49,157 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-14 20:41:49,157 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-14 20:41:49,237 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-14 20:41:49,238 | server.py:110 | 
FL_Test | INFO flwr 2024-05-14 20:41:49,238 | server.py:111 | [ROUND 3]
FL_Test | INFO flwr 2024-05-14 20:41:49,238 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-14 20:41:56,130 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-14 20:41:56,130 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-14 20:41:56,179 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-14 20:41:56,179 | server.py:487 | 
FL_Test | INFO flwr 2024-05-14 20:41:56,179 | server.py:488 | [SUMMARY]
FL_Test | INFO flwr 2024-05-14 20:41:56,179 | server.py:489 | Run finished 3 rounds in 41.22s
FL_Test | INFO flwr 2024-05-14 20:41:56,180 | server.py:492 | History (loss, distributed):
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:494 | 	'\tround 1: 0.0\n\tround 2: 0.0\n\tround 3: 0.0\n'History (metrics, distributed, fit):
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:494 | 	{'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:494 | 	 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:494 | 	 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:494 | 	 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)]}History (metrics, distributed, evaluate):
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:494 | 	{'Accuracy': [(1, 0.029083), (2, 0.029083), (3, 0.029083)],
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:494 | 	 'F1_Score': [(1, 0.003443), (2, 0.003443), (3, 0.003443)],
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:494 | 	 'Precision': [(1, 0.001847), (2, 0.001847), (3, 0.001847)],
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:494 | 	 'Recall': [(1, 0.029083), (2, 0.029083), (3, 0.029083)]}
FL_Test | INFO flwr 2024-05-14 20:41:56,181 | server.py:495 | 
FL_Test | INFO flwr 2024-05-20 13:53:42,119 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-20 13:55:21,730 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-21 20:17:39,636 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-21 20:17:39,672 | app.py:163 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-21 20:17:39,672 | server.py:92 | [INIT]
FL_Test | INFO flwr 2024-05-21 20:17:39,672 | server.py:279 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:21:06,394 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-21 20:21:06,407 | app.py:163 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-21 20:21:06,407 | server.py:92 | [INIT]
FL_Test | INFO flwr 2024-05-21 20:21:06,407 | server.py:279 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:21:21,938 | server.py:285 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:21:21,939 | server.py:94 | Evaluating initial global parameters
FL_Test | INFO flwr 2024-05-21 20:21:21,939 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:21:21,939 | server.py:111 | [ROUND 1]
FL_Test | INFO flwr 2024-05-21 20:21:39,768 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:21:40,366 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:21:40,366 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:21:40,436 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:21:40,437 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:21:40,437 | server.py:111 | [ROUND 2]
FL_Test | INFO flwr 2024-05-21 20:21:40,437 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:21:41,016 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:21:41,017 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:21:41,097 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:21:41,098 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:21:41,098 | server.py:111 | [ROUND 3]
FL_Test | INFO flwr 2024-05-21 20:21:41,098 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:21:41,720 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:21:41,721 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:21:41,802 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:21:41,803 | server.py:487 | 
FL_Test | INFO flwr 2024-05-21 20:21:41,803 | server.py:488 | [SUMMARY]
FL_Test | INFO flwr 2024-05-21 20:21:41,803 | server.py:489 | Run finished 3 rounds in 19.86s
FL_Test | INFO flwr 2024-05-21 20:21:41,804 | server.py:492 | History (loss, distributed):
FL_Test | INFO flwr 2024-05-21 20:21:41,804 | server.py:494 | 	('\tround 1: 15.249238014221191\n'
FL_Test | INFO flwr 2024-05-21 20:21:41,804 | server.py:494 | 	 '\tround 2: 15.249238014221191\n'
FL_Test | INFO flwr 2024-05-21 20:21:41,805 | server.py:494 | 	 '\tround 3: 15.249238014221191\n')History (metrics, distributed, fit):
FL_Test | INFO flwr 2024-05-21 20:21:41,805 | server.py:494 | 	{'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:21:41,805 | server.py:494 | 	 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:21:41,805 | server.py:494 | 	 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:21:41,805 | server.py:494 | 	 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)]}History (metrics, distributed, evaluate):
FL_Test | INFO flwr 2024-05-21 20:21:41,805 | server.py:494 | 	{'Accuracy': [(1, 0.576923), (2, 0.576923), (3, 0.576923)],
FL_Test | INFO flwr 2024-05-21 20:21:41,806 | server.py:494 | 	 'F1_Score': [(1, 0.573674), (2, 0.573674), (3, 0.573674)],
FL_Test | INFO flwr 2024-05-21 20:21:41,806 | server.py:494 | 	 'Precision': [(1, 0.572115), (2, 0.572115), (3, 0.572115)],
FL_Test | INFO flwr 2024-05-21 20:21:41,806 | server.py:494 | 	 'Recall': [(1, 0.576923), (2, 0.576923), (3, 0.576923)]}
FL_Test | INFO flwr 2024-05-21 20:21:41,806 | server.py:495 | 
FL_Test | INFO flwr 2024-05-21 20:22:55,440 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-21 20:22:55,451 | app.py:163 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-21 20:22:55,451 | server.py:92 | [INIT]
FL_Test | INFO flwr 2024-05-21 20:22:55,451 | server.py:279 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:23:00,542 | server.py:285 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:23:00,542 | server.py:94 | Evaluating initial global parameters
FL_Test | INFO flwr 2024-05-21 20:23:00,543 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:23:00,543 | server.py:111 | [ROUND 1]
FL_Test | INFO flwr 2024-05-21 20:23:09,675 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:23:10,049 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:23:10,049 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:23:10,125 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:23:10,125 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:23:10,125 | server.py:111 | [ROUND 2]
FL_Test | INFO flwr 2024-05-21 20:23:10,125 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:23:10,581 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:23:10,581 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:23:10,648 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:23:10,648 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:23:10,648 | server.py:111 | [ROUND 3]
FL_Test | INFO flwr 2024-05-21 20:23:10,649 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:23:10,960 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:23:10,961 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:23:11,034 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:23:11,035 | server.py:487 | 
FL_Test | INFO flwr 2024-05-21 20:23:11,035 | server.py:488 | [SUMMARY]
FL_Test | INFO flwr 2024-05-21 20:23:11,035 | server.py:489 | Run finished 3 rounds in 10.49s
FL_Test | INFO flwr 2024-05-21 20:23:11,036 | server.py:492 | History (loss, distributed):
FL_Test | INFO flwr 2024-05-21 20:23:11,036 | server.py:494 | 	('\tround 1: 15.942384719848633\n'
FL_Test | INFO flwr 2024-05-21 20:23:11,036 | server.py:494 | 	 '\tround 2: 15.942384719848633\n'
FL_Test | INFO flwr 2024-05-21 20:23:11,037 | server.py:494 | 	 '\tround 3: 15.942384719848633\n')History (metrics, distributed, fit):
FL_Test | INFO flwr 2024-05-21 20:23:11,037 | server.py:494 | 	{'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:23:11,037 | server.py:494 | 	 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:23:11,037 | server.py:494 | 	 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:23:11,037 | server.py:494 | 	 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)]}History (metrics, distributed, evaluate):
FL_Test | INFO flwr 2024-05-21 20:23:11,037 | server.py:494 | 	{'Accuracy': [(1, 0.557692), (2, 0.557692), (3, 0.557692)],
FL_Test | INFO flwr 2024-05-21 20:23:11,037 | server.py:494 | 	 'F1_Score': [(1, 0.560169), (2, 0.560169), (3, 0.560169)],
FL_Test | INFO flwr 2024-05-21 20:23:11,037 | server.py:494 | 	 'Precision': [(1, 0.566325), (2, 0.566325), (3, 0.566325)],
FL_Test | INFO flwr 2024-05-21 20:23:11,038 | server.py:494 | 	 'Recall': [(1, 0.557692), (2, 0.557692), (3, 0.557692)]}
FL_Test | INFO flwr 2024-05-21 20:23:11,038 | server.py:495 | 
FL_Test | INFO flwr 2024-05-21 20:25:13,095 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-21 20:25:13,103 | app.py:163 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-21 20:25:13,104 | server.py:92 | [INIT]
FL_Test | INFO flwr 2024-05-21 20:25:13,104 | server.py:279 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:25:18,640 | server.py:285 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:25:18,641 | server.py:94 | Evaluating initial global parameters
FL_Test | INFO flwr 2024-05-21 20:25:18,641 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:25:18,641 | server.py:111 | [ROUND 1]
FL_Test | INFO flwr 2024-05-21 20:25:26,181 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:25:30,886 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:25:30,886 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:25:30,971 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:25:30,971 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:25:30,971 | server.py:111 | [ROUND 2]
FL_Test | INFO flwr 2024-05-21 20:25:30,971 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:25:35,823 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:25:35,823 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:25:35,927 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:25:35,927 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:25:35,927 | server.py:111 | [ROUND 3]
FL_Test | INFO flwr 2024-05-21 20:25:35,927 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:25:41,115 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:25:41,115 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:25:41,221 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:25:41,222 | server.py:487 | 
FL_Test | INFO flwr 2024-05-21 20:25:41,222 | server.py:488 | [SUMMARY]
FL_Test | INFO flwr 2024-05-21 20:25:41,222 | server.py:489 | Run finished 3 rounds in 22.58s
FL_Test | INFO flwr 2024-05-21 20:25:41,223 | server.py:492 | History (loss, distributed):
FL_Test | INFO flwr 2024-05-21 20:25:41,223 | server.py:494 | 	'\tround 1: 0.0\n\tround 2: 0.0\n\tround 3: 0.0\n'History (metrics, distributed, fit):
FL_Test | INFO flwr 2024-05-21 20:25:41,223 | server.py:494 | 	{'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:25:41,223 | server.py:494 | 	 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:25:41,224 | server.py:494 | 	 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:25:41,224 | server.py:494 | 	 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)]}History (metrics, distributed, evaluate):
FL_Test | INFO flwr 2024-05-21 20:25:41,224 | server.py:494 | 	{'Accuracy': [(1, 0.067114), (2, 0.067114), (3, 0.067114)],
FL_Test | INFO flwr 2024-05-21 20:25:41,224 | server.py:494 | 	 'F1_Score': [(1, 0.055643), (2, 0.055643), (3, 0.055643)],
FL_Test | INFO flwr 2024-05-21 20:25:41,224 | server.py:494 | 	 'Precision': [(1, 0.05629), (2, 0.05629), (3, 0.05629)],
FL_Test | INFO flwr 2024-05-21 20:25:41,224 | server.py:494 | 	 'Recall': [(1, 0.067114), (2, 0.067114), (3, 0.067114)]}
FL_Test | INFO flwr 2024-05-21 20:25:41,224 | server.py:495 | 
FL_Test | INFO flwr 2024-05-21 20:34:22,679 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-21 20:34:22,688 | app.py:163 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-21 20:34:22,689 | server.py:92 | [INIT]
FL_Test | INFO flwr 2024-05-21 20:34:22,689 | server.py:279 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:34:27,577 | server.py:285 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:34:27,578 | server.py:94 | Evaluating initial global parameters
FL_Test | INFO flwr 2024-05-21 20:34:27,578 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:34:27,578 | server.py:111 | [ROUND 1]
FL_Test | INFO flwr 2024-05-21 20:34:34,126 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:34:34,593 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:34:34,594 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:34:34,667 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:34:34,668 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:34:34,668 | server.py:111 | [ROUND 2]
FL_Test | INFO flwr 2024-05-21 20:34:34,668 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:34:35,084 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:34:35,085 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:34:35,133 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:34:35,133 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:34:35,133 | server.py:111 | [ROUND 3]
FL_Test | INFO flwr 2024-05-21 20:34:35,134 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:34:35,541 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:34:35,541 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:34:35,617 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:34:35,617 | server.py:487 | 
FL_Test | INFO flwr 2024-05-21 20:34:35,618 | server.py:488 | [SUMMARY]
FL_Test | INFO flwr 2024-05-21 20:34:35,618 | server.py:489 | Run finished 3 rounds in 8.04s
FL_Test | INFO flwr 2024-05-21 20:34:35,619 | server.py:492 | History (loss, distributed):
FL_Test | INFO flwr 2024-05-21 20:34:35,620 | server.py:494 | 	('\tround 1: 36.04365158081055\n'
FL_Test | INFO flwr 2024-05-21 20:34:35,622 | server.py:494 | 	 '\tround 2: 36.04365158081055\n'
FL_Test | INFO flwr 2024-05-21 20:34:35,622 | server.py:494 | 	 '\tround 3: 36.04365158081055\n')History (metrics, distributed, fit):
FL_Test | INFO flwr 2024-05-21 20:34:35,622 | server.py:494 | 	{'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:34:35,622 | server.py:494 | 	 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:34:35,622 | server.py:494 | 	 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:34:35,623 | server.py:494 | 	 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)]}History (metrics, distributed, evaluate):
FL_Test | INFO flwr 2024-05-21 20:34:35,623 | server.py:494 | 	{'Accuracy': [(1, 0.557692), (2, 0.557692), (3, 0.557692)],
FL_Test | INFO flwr 2024-05-21 20:34:35,623 | server.py:494 | 	 'F1_Score': [(1, 0.560169), (2, 0.560169), (3, 0.560169)],
FL_Test | INFO flwr 2024-05-21 20:34:35,625 | server.py:494 | 	 'Precision': [(1, 0.566325), (2, 0.566325), (3, 0.566325)],
FL_Test | INFO flwr 2024-05-21 20:34:35,627 | server.py:494 | 	 'Recall': [(1, 0.557692), (2, 0.557692), (3, 0.557692)]}
FL_Test | INFO flwr 2024-05-21 20:34:35,629 | server.py:495 | 
FL_Test | INFO flwr 2024-05-21 20:38:51,203 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-21 20:38:51,211 | app.py:163 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-21 20:38:51,211 | server.py:92 | [INIT]
FL_Test | INFO flwr 2024-05-21 20:38:51,212 | server.py:279 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:38:55,259 | server.py:285 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 20:38:55,260 | server.py:94 | Evaluating initial global parameters
FL_Test | INFO flwr 2024-05-21 20:38:55,261 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:38:55,261 | server.py:111 | [ROUND 1]
FL_Test | INFO flwr 2024-05-21 20:39:03,071 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:39:03,571 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:39:03,571 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:39:03,631 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:39:03,631 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:39:03,632 | server.py:111 | [ROUND 2]
FL_Test | INFO flwr 2024-05-21 20:39:03,632 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:39:04,006 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:39:04,007 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:39:04,087 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:39:04,087 | server.py:110 | 
FL_Test | INFO flwr 2024-05-21 20:39:04,087 | server.py:111 | [ROUND 3]
FL_Test | INFO flwr 2024-05-21 20:39:04,087 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:39:04,493 | server.py:238 | aggregate_fit: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:39:04,494 | server.py:176 | configure_evaluate: strategy sampled 3 clients (out of 3)
FL_Test | INFO flwr 2024-05-21 20:39:04,551 | server.py:190 | aggregate_evaluate: received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-21 20:39:04,552 | server.py:487 | 
FL_Test | INFO flwr 2024-05-21 20:39:04,552 | server.py:488 | [SUMMARY]
FL_Test | INFO flwr 2024-05-21 20:39:04,552 | server.py:489 | Run finished 3 rounds in 9.29s
FL_Test | INFO flwr 2024-05-21 20:39:04,553 | server.py:492 | History (loss, distributed):
FL_Test | INFO flwr 2024-05-21 20:39:04,553 | server.py:494 | 	('\tround 1: 36.04365158081055\n'
FL_Test | INFO flwr 2024-05-21 20:39:04,554 | server.py:494 | 	 '\tround 2: 36.04365158081055\n'
FL_Test | INFO flwr 2024-05-21 20:39:04,554 | server.py:494 | 	 '\tround 3: 36.04365158081055\n')History (metrics, distributed, fit):
FL_Test | INFO flwr 2024-05-21 20:39:04,554 | server.py:494 | 	{'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:39:04,554 | server.py:494 | 	 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:39:04,554 | server.py:494 | 	 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)],
FL_Test | INFO flwr 2024-05-21 20:39:04,554 | server.py:494 | 	 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)]}History (metrics, distributed, evaluate):
FL_Test | INFO flwr 2024-05-21 20:39:04,554 | server.py:494 | 	{'Accuracy': [(1, 0.557692), (2, 0.557692), (3, 0.557692)],
FL_Test | INFO flwr 2024-05-21 20:39:04,554 | server.py:494 | 	 'F1_Score': [(1, 0.560169), (2, 0.560169), (3, 0.560169)],
FL_Test | INFO flwr 2024-05-21 20:39:04,555 | server.py:494 | 	 'Precision': [(1, 0.566325), (2, 0.566325), (3, 0.566325)],
FL_Test | INFO flwr 2024-05-21 20:39:04,555 | server.py:494 | 	 'Recall': [(1, 0.557692), (2, 0.557692), (3, 0.557692)]}
FL_Test | INFO flwr 2024-05-21 20:39:04,555 | server.py:495 | 
FL_Test | INFO flwr 2024-05-21 21:01:16,817 | app.py:150 | Starting Flower server, config: num_rounds=3, no round_timeout
FL_Test | INFO flwr 2024-05-21 21:01:16,830 | app.py:163 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-21 21:01:16,830 | server.py:92 | [INIT]
FL_Test | INFO flwr 2024-05-21 21:01:16,831 | server.py:279 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-21 21:02:30,916 | server.py:285 | Received initial parameters from one random client
